timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,prev_mag,mag,mag_delta,original_steps
2022-12-10 20:58:11.167667,-1.7623138427734375,-9.89133071899414,0.5653043389320374,0.0,0.0,0.0,0.0,10.062988744332541,10.062988744332541,0
2022-12-10 20:58:11.171327,-1.8005990982055664,-9.977472305297852,0.2877369225025177,0.0,0.0,0.0,10.062988744332541,10.142726618223303,0.07973787389076215,0
2022-12-10 20:58:11.171493,-1.755135416984558,-9.970293998718262,0.4001995921134949,0.0,0.0,0.0,10.142726618223303,10.131506426309898,-0.011220191913405841,0
2022-12-10 20:58:11.171636,-1.573280930519104,-9.893723487854004,0.6825526356697083,0.0,0.0,0.0,10.131506426309898,10.04125766231047,-0.09024876399942805,0
2022-12-10 20:58:11.171824,-1.293320655822754,-9.869794845581055,0.8093722462654114,0.0,0.0,0.0,10.04125766231047,9.987022181093865,-0.0542354812166046,0
2022-12-10 20:58:11.171964,-1.2478569746017456,-9.92961597442627,0.8356932997703552,0.0,0.0,0.0,9.987022181093865,10.042549662308105,0.05552748121423967,0
2022-12-10 20:58:11.172128,-1.3316057920455933,-10.039685249328613,0.7854440212249756,0.0,0.0,0.0,10.042549662308105,10.158020289479342,0.1154706271712378,0
2022-12-10 20:58:11.172287,-1.3986048698425293,-10.063613891601562,0.8093722462654114,0.0,0.0,0.0,10.158020289479342,10.192521943768769,0.03450165428942675,0
2022-12-10 20:58:11.172444,-1.5517455339431763,-9.960722923278809,0.6945167779922485,0.0,0.0,0.0,10.192521943768769,10.104764663828508,-0.08775727994026106,0
2022-12-10 20:58:11.172601,-1.7288143634796143,-9.776474952697754,0.22552353143692017,0.0,0.0,0.0,10.104764663828508,9.93071611049937,-0.17404855332913804,0
2022-12-10 20:58:11.172734,-1.6857435703277588,-9.77408218383789,0.24945175647735596,0.0,0.0,0.0,9.93071611049937,9.92152408151733,-0.009192028982040412,0
2022-12-10 20:58:11.378858,-1.6139588356018066,-9.888937950134277,0.5509474277496338,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,9.92152408151733,10.034914049097132,0.11338996757980269,0
2022-12-10 20:58:11.379321,-1.688136339187622,-9.89133071899414,0.5078766345977783,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,10.034914049097132,10.047196940847398,0.012282891750265534,0
2022-12-10 20:58:11.379598,-1.719243049621582,-9.924830436706543,0.4289134442806244,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,10.047196940847398,10.081766839385514,0.034569898538116206,0
2022-12-10 20:58:11.379976,-1.6307085752487183,-9.881759643554688,0.4001995921134949,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,10.081766839385514,10.02339981363128,-0.0583670257542348,0
2022-12-10 20:58:11.380351,-1.6211373805999756,-9.829116821289062,0.34995031356811523,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,10.02339981363128,9.968053426586987,-0.055346387044291845,0
2022-12-10 20:58:11.380658,-1.6139588356018066,-9.845867156982422,0.3332005441188812,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,9.968053426586987,9.982834557307028,0.01478113072004028,0
2022-12-10 20:58:11.381,-1.6115660667419434,-9.91286563873291,0.30209386348724365,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,9.982834557307028,10.04755249109963,0.06471793379260227,0
2022-12-10 20:58:11.381511,-1.6139588356018066,-9.948758125305176,0.2350948303937912,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,10.04755249109963,10.08156341735352,0.034010926253889906,0
2022-12-10 20:58:11.381877,-1.5780665874481201,-9.951150894165039,0.251844584941864,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,10.08156341735352,10.078646931400382,-0.0029164859531380927,0
2022-12-10 20:58:11.382149,-1.4943177700042725,-9.927223205566406,0.25423741340637207,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,10.078646931400382,10.042279762746219,-0.036367168654162896,0
2022-12-10 20:58:11.382377,-1.3986048698425293,-9.941579818725586,0.24227328598499298,-0.08017370104789734,-0.08719844371080399,-0.015271181240677834,10.042279762746219,10.04240017222681,0.00012040948059066636,0
2022-12-10 20:58:11.595782,-1.357926845550537,-9.955936431884766,0.24945175647735596,-0.02473931387066841,-0.043981000781059265,-0.002748812548816204,10.04240017222681,10.051211953411729,0.008811781184919099,0
2022-12-10 20:58:11.596360,-1.4081761837005615,-9.903294563293457,0.23748764395713806,-0.02473931387066841,-0.043981000781059265,-0.002748812548816204,10.051211953411729,10.005728546824141,-0.04548340658758754,0
2022-12-10 20:58:11.596682,-1.5302101373672485,-9.874580383300781,0.20159530639648438,-0.02473931387066841,-0.043981000781059265,-0.002748812548816204,10.005728546824141,9.994474547385229,-0.011253999438912032,0
2022-12-10 20:58:11.596995,-1.5876377820968628,-9.896116256713867,0.24227328598499298,-0.02473931387066841,-0.043981000781059265,-0.002748812548816204,9.994474547385229,10.025587615628318,0.031113068243088904,0
2022-12-10 20:58:11.597270,-1.628315806388855,-9.92243766784668,0.3236292600631714,-0.02473931387066841,-0.043981000781059265,-0.002748812548816204,10.025587615628318,10.060363688038692,0.034776072410373615,0
2022-12-10 20:58:11.597543,-1.6235301494598389,-9.93679428100586,0.373878538608551,-0.02473931387066841,-0.043981000781059265,-0.002748812548816204,10.060363688038692,10.075490851113305,0.015127163074613037,0
2022-12-10 20:58:11.597791,-1.6259230375289917,-9.924830436706543,0.39062830805778503,-0.02473931387066841,-0.043981000781059265,-0.002748812548816204,10.075490851113305,10.064714372320765,-0.010776478792539734,0
