timestamp,x_acc,y_acc,z_acc,prev_mag,mag,mag_delta,original_steps
2022-12-02 11:09:56.876247,-6.547050476074219,-5.8060503005981445,5.124000072479248,0.0,10.140486515552732,10.140486515552732,0
2022-12-02 11:09:56.924053,-6.097050189971924,-6.060000419616699,4.678950309753418,10.140486515552732,9.78724691146253,-0.35323960409020216,0
2022-12-02 11:09:57.008253,-6.729000091552734,-5.734050273895264,4.0819501876831055,9.78724691146253,9.737612238654874,-0.04963467280765599,0
2022-12-02 11:09:57.084913,-6.68595027923584,-5.593050479888916,5.5410003662109375,9.737612238654874,10.328931690419353,0.5913194517644786,0
2022-12-02 11:09:57.165232,-7.150050163269043,-5.374950408935547,4.510950088500977,10.328931690419353,10.018082647728908,-0.3108490426904442,0
2022-12-02 11:09:57.246334,-6.829050540924072,-4.534049987792969,5.467050075531006,10.018082647728908,9.853028829282108,-0.16505381844680045,0
2022-12-02 11:09:57.326992,-6.327000141143799,-5.046000003814697,4.449000358581543,9.853028829282108,9.23507720678015,-0.6179516225019572,0
2022-12-02 11:09:57.407688,-6.264000415802002,-4.582050323486328,4.318950176239014,9.23507720678015,8.881791317125382,-0.35328588965476904,0
2022-12-02 11:09:57.487807,-7.102050304412842,-3.910950183868408,3.3490500450134277,8.881791317125382,8.772159715321838,-0.10963160180354414,0
2022-12-02 11:09:57.567990,-6.577950477600098,-3.9900002479553223,3.7420501708984375,8.772159715321838,8.555260016268583,-0.21689969905325412,0
2022-12-02 11:09:57.650220,-7.191000461578369,-4.861950397491455,5.683950424194336,8.555260016268583,10.375757405162604,1.8204973888940206,0
2022-12-02 11:09:57.729181,-8.737950325012207,-7.125000476837158,2.703000068664551,10.375757405162604,11.594119934195577,1.218362529032973,0
2022-12-02 11:09:57.809965,-4.153950214385986,-7.057950496673584,3.8239502906799316,11.594119934195577,9.03839385193428,-2.5557260822612964,0
2022-12-02 11:09:57.891562,-6.160950183868408,-6.157950401306152,3.28695011138916,9.03839385193428,9.310300819405137,0.27190696747085674,0
2022-12-02 11:09:57.970796,-3.4620001316070557,-7.386000156402588,6.127950191497803,9.310300819405137,10.202461309463725,0.892160490058588,0
2022-12-02 11:09:58.052404,-5.74500036239624,-5.887050151824951,3.2509500980377197,10.202461309463725,8.844832683209251,-1.3576286262544741,0
2022-12-02 11:09:58.131723,-5.100000381469727,-6.651000499725342,4.030050277709961,8.844832683209251,9.29984498683759,0.45501230362833844,0
2022-12-02 11:09:58.212219,-5.5219502449035645,-6.898050308227539,4.810050010681152,9.29984498683759,10.060398285718232,0.7605532988806427,0
2022-12-02 11:09:58.292160,-8.223000526428223,-6.088050365447998,5.349000453948975,10.060398285718232,11.545297777286503,1.484899491568271,0
2022-12-02 11:09:58.373161,-6.3100504875183105,-8.716050148010254,6.9970502853393555,11.545297777286503,12.835302101361977,1.2900043240754737,0
2022-12-02 11:09:58.453342,-5.086050033569336,-6.454950332641602,1.9170000553131104,12.835302101361977,8.438553072234068,-4.396749029127909,0
2022-12-02 11:09:58.534354,-7.504950523376465,-6.711000442504883,2.638050079345703,8.438553072234068,10.407743152036625,1.9691900798025568,0
2022-12-02 11:09:58.614443,-4.377000331878662,-6.160050392150879,2.431950092315674,10.407743152036625,7.938433975956362,-2.4693091760802632,0
2022-12-02 11:09:58.695237,-4.2330002784729,-4.981950283050537,2.290950059890747,7.938433975956362,6.9272340914142925,-1.0111998845420693,0
2022-12-02 11:09:58.775535,-5.37600040435791,-4.5,2.020050048828125,6.9272340914142925,7.29602511970915,0.3687910282948579,0
2022-12-02 11:09:58.855674,-12.027000427246094,-3.942000150680542,3.5620501041412354,7.29602511970915,13.14824343436627,5.85221831465712,0
2022-12-02 11:09:58.936199,-10.503000259399414,-8.536050796508789,5.344050407409668,13.14824343436627,14.55115295797752,1.4029095236112497,0
2022-12-02 11:09:59.016936,-6.432000160217285,-5.788950443267822,4.353000164031982,14.55115295797752,9.686649767783925,-4.864503190193595,0
2022-12-02 11:09:59.097341,-2.887050151824951,-7.747950553894043,3.808950185775757,9.686649767783925,9.10351019565863,-0.5831395721252939,0
2022-12-02 11:09:59.177662,-4.069950103759766,-6.718050479888916,4.168050289154053,9.10351019565863,8.89209420273689,-0.21141599292174007,0
2022-12-02 11:09:59.258229,-5.175000190734863,-6.541050434112549,3.8449501991271973,8.89209420273689,9.184204363442602,0.29211016070571105,0
2022-12-02 11:09:59.338951,-5.602950096130371,-6.7950005531311035,4.192049980163574,9.184204363442602,9.753889753988854,0.5696853905462529,0
2022-12-02 11:09:59.419256,-5.970000267028809,-7.009950160980225,4.609050273895264,9.753889753988854,10.2967785678359,0.5428888138470462,0
2022-12-02 11:09:59.500319,-9.382950782775879,-8.572050094604492,5.57895040512085,10.2967785678359,13.879643217287736,3.5828646494518352,0
2022-12-02 11:09:59.580983,-7.069050312042236,-5.632950305938721,6.240000247955322,13.879643217287736,10.983587963768581,-2.8960552535191546,0
2022-12-02 11:09:59.661422,-6.765000343322754,-7.9609503746032715,0.6070500016212463,10.983587963768581,10.464725042566636,-0.5188629212019453,0
2022-12-02 11:09:59.741943,-4.6810503005981445,-7.209000110626221,3.570000171661377,10.464725042566636,9.307352778174957,-1.1573722643916788,0
2022-12-02 11:09:59.822391,-3.400050163269043,-5.818050384521484,1.9789501428604126,9.307352778174957,7.023268118013414,-2.284084660161543,0
2022-12-02 11:09:59.902921,-4.8420000076293945,-5.1060004234313965,2.239950180053711,7.023268118013414,7.384685586203878,0.3614174681904636,0
